marca,modelo,precio_crc,cilindrada,estilo,pasajeros,combustible,transmision,estado,kilometraje,color_exterior,color_interior,puertas,provincia,antiguedad,marca_norm,origen_marca,segmento_marca,participacion_mercado,cluster_id_hc,cluster
Suzuki,GRAND VITARA,7750000,2400.0,SUV 4WD/AWD,5.0,Gasolina,Automática/Dual,Excelente,113182.0,GRIS PLATA,NEGRO,5,San José,10.0,SUZUKI,JAPON,GENERALISTA,0.0688879273041973,2.0,Muy_usados_kilometreados
Kia,SORENTO,7800000,2400.0,SUV 2WD,7.0,Gasolina,Automática/Dual,Muy Bueno,115000.0,NEGRO,GRIS,4,Alajuela,10.0,KIA,COREA,GENERALISTA,0.0618779749026395,1.0,Familiares_potentes
Mercedes,Benz GLA200,7800000,2000.0,Hatchback,5.0,Gasolina,Automática/Dual,Excelente,123000.0,GRIS,NEGRO,4,San José,10.0,MERCEDES,DESCONOCIDO,DESCONOCIDO,0.0253569883167459,0.0,Premium
Nissan,XTRAIL,7800000,2400.0,SUV 4WD/AWD,5.0,Gasolina,Automática/Dual,Excelente,109000.0,CAFE OSCURO,NEGRO,5,San José,10.0,NISSAN,JAPON,GENERALISTA,0.0888792730419731,2.0,Muy_usados_kilometreados
Toyota,COROLLA LE,7800000,1800.0,Sedán,5.0,Gasolina,Automática/Dual,Excelente,110000.0,GRIS,BEIGE,4,San José,10.0,TOYOTA,JAPON,GENERALISTA,0.1648636953699697,2.0,Muy_usados_kilometreados
Hyundai,SANTA FE,7800000,2400.0,SUV 2WD,5.0,Gasolina,Automática/Dual,Excelente,150678.0,GRIS,GRIS,5,Alajuela,10.0,HYUNDAI,COREA,GENERALISTA,0.1475551709216789,2.0,Muy_usados_kilometreados
Daihatsu,TERIOS,7800000,1500.0,SUV 4WD/AWD,5.0,Gasolina,Automática/Dual,Excelente,130000.0,GRIS,NEGRO,5,San José,10.0,DAIHATSU,DESCONOCIDO,DESCONOCIDO,0.0072695802682821,0.0,Premium
Nissan,QASHQAI LIMITED,7800000,2000.0,SUV 4WD/AWD,5.0,Gasolina,Automática/Dual,Excelente,124070.0,GRIS,NEGRO / CUERO,4,San José,10.0,NISSAN,JAPON,GENERALISTA,0.0888792730419731,2.0,Muy_usados_kilometreados
Chevrolet,TRAVERSE,7800000,3600.0,SUV 2WD,7.0,Gasolina,Automática/Dual,Muy Bueno,107000.0,PLATEADO,NEGRO,5,San José,10.0,CHEVROLET,USA,GENERALISTA,0.0449156209433145,1.0,Familiares_potentes
Nissan,XTRAIL,7800000,2500.0,SUV 4WD/AWD,5.0,Gasolina,Automática/Dual,Excelente,87000.0,GRIS CLARO,GRIS OSCURO,5,San José,10.0,NISSAN,JAPON,GENERALISTA,0.0888792730419731,2.0,Muy_usados_kilometreados
Daihatsu,TERIOS BEGO,7800000,1500.0,SUV 4WD/AWD,5.0,Gasolina,Manual,Excelente,115000.0,GRIS,NEGRO,5,San José,10.0,DAIHATSU,DESCONOCIDO,DESCONOCIDO,0.0072695802682821,0.0,Premium
Lexus,CT200H,7800000,1800.0,Hatchback,5.0,Híbrido,Automática/Dual,Excelente,95000.0,GRIS,CUERO,5,Heredia,10.0,LEXUS,JAPON,PREMIUM,0.0057118130679359,0.0,Premium
Kia,SORENTO,7850000,2000.0,SUV 2WD,5.0,Gasolina,Automática/Dual,Excelente,157715.0,BLANCO,NEGRO,5,Heredia,10.0,KIA,COREA,GENERALISTA,0.0618779749026395,2.0,Muy_usados_kilometreados
Volkswagen,TIGUAN,7850000,2000.0,SUV 4WD/AWD,5.0,Gasolina,Automática/Dual,Excelente,61000.0,GRIS,NEGRO,5,Alajuela,10.0,VOLKSWAGEN,ALEMANIA,DESCONOCIDO,0.0194720900043271,0.0,Premium
Hyundai,TUCSON,7850000,2000.0,SUV 2WD,5.0,Gasolina,Automática/Dual,Excelente,114000.0,AZUL,NEGRO,4,Puntarenas,10.0,HYUNDAI,COREA,GENERALISTA,0.1475551709216789,2.0,Muy_usados_kilometreados
Honda,CRV,7850000,2400.0,SUV 2WD,5.0,Gasolina,Automática/Dual,Excelente,215000.0,CAFE,NEGRO,5,San José,10.0,HONDA,JAPON,GENERALISTA,0.0463003028991778,2.0,Muy_usados_kilometreados
Hyundai,TUCSON,7850000,1600.0,SUV 4WD/AWD,5.0,Gasolina,Automática/Dual,Excelente,126510.0,NEGRO,NEGRO,4,San José,10.0,HYUNDAI,COREA,GENERALISTA,0.1475551709216789,2.0,Muy_usados_kilometreados
Volkswagen,TIGUAN,7900000,2000.0,SUV 4WD/AWD,5.0,Gasolina,Automática/Dual,Excelente,107000.0,GRIS,NEGRO,4,Cartago,10.0,VOLKSWAGEN,ALEMANIA,DESCONOCIDO,0.0194720900043271,0.0,Premium
Hyundai,TUCSON,7900000,2000.0,SUV 2WD,5.0,Gasolina,Manual,Excelente,140000.0,BLANCO,GRIS,4,Heredia,10.0,HYUNDAI,COREA,GENERALISTA,0.1475551709216789,2.0,Muy_usados_kilometreados
Nissan,QASHQAI,7900000,2000.0,SUV 4WD/AWD,5.0,Gasolina,Automática/Dual,Excelente,144000.0,GRIS OSCURO,NEGRO,5,San José,10.0,NISSAN,JAPON,GENERALISTA,0.0888792730419731,2.0,Muy_usados_kilometreados
Honda,HRV,7950000,1800.0,SUV 2WD,5.0,Gasolina,Automática/Dual,Excelente,101000.0,BLANCO,NEGRO,5,San José,10.0,HONDA,JAPON,GENERALISTA,0.0463003028991778,2.0,Muy_usados_kilometreados
Audi,Q5,7950000,2000.0,SUV 2WD,5.0,Gasolina,Automática/Dual,Excelente,114000.0,GRIS,NEGRO,5,San José,10.0,AUDI,ALEMANIA,PREMIUM,0.0217221981826049,0.0,Premium
Suzuki,VITARA GLX,7950000,1600.0,SUV 2WD,5.0,Gasolina,Automática/Dual,Excelente,88000.0,GRIS,NEGRO,5,San José,10.0,SUZUKI,JAPON,GENERALISTA,0.0688879273041973,2.0,Muy_usados_kilometreados
Hyundai,TUCSON,7900000,1600.0,SUV 2WD,5.0,Gasolina,Automática/Dual,Excelente,72420.0,CAFE,CAFE CLARO,4,Alajuela,10.0,HYUNDAI,COREA,GENERALISTA,0.1475551709216789,2.0,Muy_usados_kilometreados
Audi,Q5 QUATTRO,7900000,2000.0,SUV 4WD/AWD,5.0,Gasolina,Automática/Dual,Excelente,93660.0,AZUL,BEIGE / CUERO,4,San José,10.0,AUDI,ALEMANIA,PREMIUM,0.0217221981826049,0.0,Premium
Toyota,COROLLA L,7900000,1800.0,Sedán,5.0,Gasolina,Automática/Dual,Excelente,156088.0,NEGRO,GRIS CLARO,4,San José,10.0,TOYOTA,JAPON,GENERALISTA,0.1648636953699697,2.0,Muy_usados_kilometreados
Nissan,QASHQAI,7902300,2000.0,SUV 4WD/AWD,4.0,Gasolina,Automática/Dual,Excelente,100639.0,ROJO,No indica,4,San José,10.0,NISSAN,JAPON,GENERALISTA,0.0888792730419731,2.0,Muy_usados_kilometreados
Nissan,QASHQAI,7902300,2000.0,SUV 4WD/AWD,4.0,Gasolina,Automática/Dual,Excelente,95492.0,GRIS,No indica,4,San José,10.0,NISSAN,JAPON,GENERALISTA,0.0888792730419731,2.0,Muy_usados_kilometreados
Nissan,QASHQAI,7950000,2000.0,SUV 4WD/AWD,5.0,Gasolina,Automática/Dual,Excelente,120000.0,GRIS PERLADO,NEGRO,4,Cartago,10.0,NISSAN,JAPON,GENERALISTA,0.0888792730419731,2.0,Muy_usados_kilometreados
Toyota,COROLLA S,7950000,18000.0,Sedán,5.0,Gasolina,Automática/Dual,Excelente,110000.0,NEGRO,NEGRO,4,San José,10.0,TOYOTA,JAPON,GENERALISTA,0.1648636953699697,0.0,Premium
Toyota,YARIS,7950000,1400.0,Sedán,5.0,Gasolina,Automática/Dual,Excelente,48500.0,CAFE,NEGRO Y BEIGE,4,Alajuela,10.0,TOYOTA,JAPON,GENERALISTA,0.1648636953699697,2.0,Muy_usados_kilometreados
Honda,CRV,7950000,2400.0,SUV 4WD/AWD,5.0,Gasolina,Automática/Dual,Excelente,62000.0,MARRÓN,NEGRO,5,San José,10.0,HONDA,JAPON,GENERALISTA,0.0463003028991778,2.0,Muy_usados_kilometreados
Nissan,QASHQAI,7950000,2000.0,SUV 2WD,5.0,Gasolina,Automática/Dual,Excelente,139246.0,GRIS,GRIS,4,Heredia,10.0,NISSAN,JAPON,GENERALISTA,0.0888792730419731,2.0,Muy_usados_kilometreados
Suzuki,VITARA,8000000,1600.0,SUV 2WD,5.0,Gasolina,Manual,Excelente,62500.0,GRIS,NEGRO/GRIS,5,Heredia,10.0,SUZUKI,JAPON,GENERALISTA,0.0688879273041973,2.0,Muy_usados_kilometreados
Nissan,QASHQAI,8000000,2000.0,SUV 2WD,5.0,Gasolina,Manual,Excelente,22000.0,GRIS,NEGRO,5,San José,10.0,NISSAN,JAPON,GENERALISTA,0.0888792730419731,2.0,Muy_usados_kilometreados
Toyota,COROLLA S,8000000,1800.0,Sedán,5.0,Gasolina,Automática/Dual,Excelente,86000.0,MORADO,NEGRO,4,Alajuela,10.0,TOYOTA,JAPON,GENERALISTA,0.1648636953699697,2.0,Muy_usados_kilometreados
Toyota,COROLLA S,8000000,1800.0,Sedán,5.0,Gasolina,Automática/Dual,Excelente,136794.0,NEGRO,NEGRO,4,Alajuela,10.0,TOYOTA,JAPON,GENERALISTA,0.1648636953699697,2.0,Muy_usados_kilometreados
Kia,SPORTAGE,8000000,2000.0,SUV 4WD/AWD,5.0,Gasolina,Automática/Dual,Excelente,97500.0,GRIS,GRIS,4,Heredia,10.0,KIA,COREA,GENERALISTA,0.0618779749026395,2.0,Muy_usados_kilometreados
Nissan,XTRAIL,8000000,2500.0,SUV 4WD/AWD,5.0,Gasolina,Automática/Dual,Excelente,110000.0,VERDE,GRIS,5,Guanacaste,10.0,NISSAN,JAPON,GENERALISTA,0.0888792730419731,2.0,Muy_usados_kilometreados
Honda,HRV,8000000,1800.0,SUV 2WD,5.0,Gasolina,Automática/Dual,Excelente,185000.0,BLANCO,NEGRO,5,Alajuela,10.0,HONDA,JAPON,GENERALISTA,0.0463003028991778,2.0,Muy_usados_kilometreados
Mitsubishi,OUTLANDER GLS PLUS,8000000,2400.0,SUV 4WD/AWD,7.0,Gasolina,Automática/Dual,Muy Bueno,122009.0,NEGRO,NEGRO,5,Cartago,10.0,MITSUBISHI,JAPON,DESCONOCIDO,0.0512332323669407,1.0,Familiares_potentes
Kia,SPORTAGE,8000000,2000.0,SUV 2WD,5.0,Gasolina,Automática/Dual,Muy Bueno,111000.0,AZUL,NEGRO,5,San José,10.0,KIA,COREA,GENERALISTA,0.0618779749026395,2.0,Muy_usados_kilometreados
Audi,Q5,8000000,1984.0,SUV 4WD/AWD,5.0,Gasolina,Automática/Dual,Muy Bueno,150.0,BLANCO,GRIS,4,San José,10.0,AUDI,ALEMANIA,PREMIUM,0.0217221981826049,0.0,Premium
Hyundai,TUCSON,8000000,2000.0,SUV 2WD,5.0,Diesel,Automática/Dual,Excelente,127053.0,BLANCO,Gris,5,Guanacaste,10.0,HYUNDAI,COREA,GENERALISTA,0.1475551709216789,2.0,Muy_usados_kilometreados
Hyundai,TUCSON GL,8000000,2000.0,SUV 2WD,5.0,Gasolina,Manual,Muy Bueno,84500.0,GRIS,NEGRO,4,Cartago,10.0,HYUNDAI,COREA,GENERALISTA,0.1475551709216789,2.0,Muy_usados_kilometreados
Hyundai,TUCSON,8000000,2000.0,SUV 4WD/AWD,5.0,Gasolina,Manual,Excelente,107459.0,NEGRO,NEGRO,4,San José,10.0,HYUNDAI,COREA,GENERALISTA,0.1475551709216789,2.0,Muy_usados_kilometreados
Toyota,COROLLA,8000000,1800.0,Sedán,5.0,Gasolina,Automática/Dual,Excelente,139208.0,NEGRO,GRIS,4,Guanacaste,10.0,TOYOTA,JAPON,GENERALISTA,0.1648636953699697,2.0,Muy_usados_kilometreados
Mitsubishi,OUTLANDER,8000000,2400.0,SUV 2WD,7.0,Gasolina,Automática/Dual,Bueno,85295.0,AZUL,GRIS,5,San José,10.0,MITSUBISHI,JAPON,DESCONOCIDO,0.0512332323669407,1.0,Familiares_potentes
Suzuki,VITARA,8200000,1600.0,SUV 4WD/AWD,5.0,Gasolina,Automática/Dual,Excelente,109000.0,BRONZE,NEGRO,4,Heredia,10.0,SUZUKI,JAPON,GENERALISTA,0.0688879273041973,2.0,Muy_usados_kilometreados
Kia,SPORTAGE,8200000,2000.0,SUV 2WD,5.0,Diesel,Automática/Dual,Excelente,68000.0,AZUL,NEGRO,4,Heredia,10.0,KIA,COREA,GENERALISTA,0.0618779749026395,2.0,Muy_usados_kilometreados
Hyundai,TUCSON,8200000,2000.0,SUV 2WD,5.0,Gasolina,Manual,Excelente,143500.0,BEIGE,NEGRO,5,San José,10.0,HYUNDAI,COREA,GENERALISTA,0.1475551709216789,2.0,Muy_usados_kilometreados
BMW,X1,8200000,2000.0,SUV 2WD,5.0,Diesel,Automática/Dual,Excelente,154660.0,BLANCO,NEGRO,4,San José,10.0,BMW,ALEMANIA,PREMIUM,0.0410212029424491,0.0,Premium
Hyundai,ELANTRA,8050000,1600.0,Sedán,5.0,Híbrido,Automática/Dual,Excelente,111000.0,BLANCO,NEGRO,4,San José,10.0,HYUNDAI,COREA,GENERALISTA,0.1475551709216789,2.0,Muy_usados_kilometreados
Hyundai,SANTA FE,8100000,2400.0,SUV 4WD/AWD,7.0,Gasolina,Automática/Dual,Muy Bueno,103000.0,CAFE,GRIS,5,San José,10.0,HYUNDAI,COREA,GENERALISTA,0.1475551709216789,1.0,Familiares_potentes
Audi,Q3,8100000,1500.0,SUV 2WD,5.0,Gasolina,Automática/Dual,Excelente,83000.0,CHAMPANG,NEGRO,5,Cartago,10.0,AUDI,ALEMANIA,PREMIUM,0.0217221981826049,0.0,Premium
Hyundai,H1,8101100,2500.0,Microbús/Minivan,10.0,Diesel,Manual,Excelente,92000.0,GRIS PLATA,BEIGE,5,San José,10.0,HYUNDAI,COREA,GENERALISTA,0.1475551709216789,1.0,Familiares_potentes
Toyota,YARIS G,8200000,1500.0,Sedán,5.0,Gasolina,Automática/Dual,Excelente,51000.0,GRIS RATON,NEGRO,4,San José,10.0,TOYOTA,JAPON,GENERALISTA,0.1648636953699697,2.0,Muy_usados_kilometreados
Hyundai,TUCSON,8200000,1600.0,SUV 4WD/AWD,5.0,Gasolina,Automática/Dual,Excelente,97848.0,VINO,CHAMPAGNE,4,San José,10.0,HYUNDAI,COREA,GENERALISTA,0.1475551709216789,2.0,Muy_usados_kilometreados
Hyundai,TUCSON,8200000,2000.0,SUV 4WD/AWD,5.0,Gasolina,Automática/Dual,Excelente,142105.0,BEIGE,GRIS,5,Guanacaste,10.0,HYUNDAI,COREA,GENERALISTA,0.1475551709216789,2.0,Muy_usados_kilometreados
Kia,SPORTAGE,8200000,2400.0,SUV 2WD,5.0,Diesel,Automática/Dual,Excelente,74700.0,BLANCO,NEGRO,4,Alajuela,10.0,KIA,COREA,GENERALISTA,0.0618779749026395,2.0,Muy_usados_kilometreados
Hyundai,TUCSON,8200000,2000.0,SUV 2WD,5.0,Gasolina,Automática/Dual,Bueno,167371.0,GRIS,GRIS CLARO,4,Heredia,10.0,HYUNDAI,COREA,GENERALISTA,0.1475551709216789,2.0,Muy_usados_kilometreados
Hyundai,SANTA FE,8200500,2400.0,SUV 2WD,5.0,Gasolina,Automática/Dual,Excelente,108000.0,NEGRO,NEGRO,5,Heredia,10.0,HYUNDAI,COREA,GENERALISTA,0.1475551709216789,2.0,Muy_usados_kilometreados
Audi,Q3,8200500,1395.0,SUV 2WD,4.0,Gasolina,Automática/Dual,Excelente,108268.0,AZUL,No indica,4,San José,10.0,AUDI,ALEMANIA,PREMIUM,0.0217221981826049,0.0,Premium
Suzuki,GRAND VITARA,8300000,2400.0,SUV 4WD/AWD,5.0,Gasolina,Automática/Dual,Excelente,120000.0,BLANCO,NEGRO,4,San José,10.0,SUZUKI,JAPON,GENERALISTA,0.0688879273041973,2.0,Muy_usados_kilometreados
Mitsubishi,OUTLANDER,8350000,2400.0,SUV 4WD/AWD,7.0,Gasolina,Automática/Dual,Excelente,132000.0,GRIS,NEGRO,5,Heredia,10.0,MITSUBISHI,JAPON,DESCONOCIDO,0.0512332323669407,1.0,Familiares_potentes
Toyota,COROLLA,8350000,1800.0,Sedán,5.0,Gasolina,Automática/Dual,Muy Bueno,266.0,NEGRO,NEGRO,4,Alajuela,10.0,TOYOTA,JAPON,GENERALISTA,0.1648636953699697,2.0,Muy_usados_kilometreados
Nissan,QASHQAI,8400000,2000.0,SUV 4WD/AWD,5.0,Gasolina,Automática/Dual,Muy Bueno,119400.0,BLANCO,NEGRO,5,Heredia,10.0,NISSAN,JAPON,GENERALISTA,0.0888792730419731,2.0,Muy_usados_kilometreados
Hyundai,PORTER H100,8490000,2500.0,Camión 1.0-3.5 ton.,3.0,Diesel,Manual,Excelente,82000.0,BLANCO,GRIS,2,Heredia,10.0,HYUNDAI,COREA,GENERALISTA,0.1475551709216789,0.0,Premium
Hyundai,TUCSON,8490000,1700.0,SUV 2WD,5.0,Diesel,Automática/Dual,Excelente,68000.0,BLANCO,NEGRO,4,Heredia,10.0,HYUNDAI,COREA,GENERALISTA,0.1475551709216789,2.0,Muy_usados_kilometreados
Mazda,CX5,8235000,2000.0,SUV 2WD,5.0,Gasolina,Automática/Dual,Muy Bueno,138000.0,GRIS OSCURO,NEGRO,5,San José,10.0,MAZDA,JAPON,GENERALISTA,0.0108178277801817,2.0,Muy_usados_kilometreados
Suzuki,VITARA,8250000,1600.0,SUV 4WD/AWD,5.0,Gasolina,Automática/Dual,Excelente,68000.0,GRIS,GRIS,5,Heredia,10.0,SUZUKI,JAPON,GENERALISTA,0.0688879273041973,2.0,Muy_usados_kilometreados
Hyundai,TUCSON GL,8300000,2000.0,SUV 4WD/AWD,5.0,Gasolina,Manual,Muy Bueno,44050.0,BLANCO,NEGRO,5,Guanacaste,10.0,HYUNDAI,COREA,GENERALISTA,0.1475551709216789,2.0,Muy_usados_kilometreados
Toyota,YARIS G,8300000,1500.0,Sedán,5.0,Gasolina,Automática/Dual,Excelente,87900.0,GRIS RATON,AZUL Y NEGRO,4,San José,10.0,TOYOTA,JAPON,GENERALISTA,0.1648636953699697,2.0,Muy_usados_kilometreados
Hyundai,TUCSON,8300000,1600.0,SUV 4WD/AWD,5.0,Gasolina,Automática/Dual,Excelente,160934.0,NEGRO,NEGRO,4,San José,10.0,HYUNDAI,COREA,GENERALISTA,0.1475551709216789,2.0,Muy_usados_kilometreados
Hyundai,TUCSON,8324750,2000.0,SUV 2WD,5.0,Gasolina,Automática/Dual,Excelente,159500.0,NEGRO,GRIS,5,Heredia,10.0,HYUNDAI,COREA,GENERALISTA,0.1475551709216789,2.0,Muy_usados_kilometreados
Hyundai,TUCSON,8350000,2000.0,SUV 4WD/AWD,5.0,Gasolina,Manual,Muy Bueno,108000.0,PLATEADO,NEGRO,5,Alajuela,10.0,HYUNDAI,COREA,GENERALISTA,0.1475551709216789,2.0,Muy_usados_kilometreados
Honda,HRV LX,8399300,1799.0,SUV 2WD,4.0,Gasolina,Automática/Dual,Excelente,100363.0,GRIS,No indica,4,San José,10.0,HONDA,JAPON,GENERALISTA,0.0463003028991778,2.0,Muy_usados_kilometreados
Honda,CIVIC,8400000,2000.0,Sedán,5.0,Gasolina,Automática/Dual,Excelente,107000.0,AZUL,GRIS,4,Heredia,10.0,HONDA,JAPON,GENERALISTA,0.0463003028991778,2.0,Muy_usados_kilometreados
Mazda,CX9 LUXURY,8500000,3700.0,SUV 4WD/AWD,7.0,Gasolina,Automática/Dual,Excelente,115000.0,BLANCO PERLADO,NEGRO,4,San José,10.0,MAZDA,JAPON,GENERALISTA,0.0108178277801817,2.0,Muy_usados_kilometreados
Kia,SORENTO,8500000,2400.0,SUV 2WD,7.0,Gasolina,Automática/Dual,Excelente,65900.0,VINO,GRIS,4,Heredia,10.0,KIA,COREA,GENERALISTA,0.0618779749026395,1.0,Familiares_potentes
Nissan,QASHQAI,8500000,2000.0,SUV 4WD/AWD,5.0,Gasolina,Automática/Dual,Excelente,120000.0,BLANCO,NEGRO,5,Heredia,10.0,NISSAN,JAPON,GENERALISTA,0.0888792730419731,2.0,Muy_usados_kilometreados
Toyota,RAV4,8500000,2500.0,SUV 4WD/AWD,5.0,Gasolina,Automática/Dual,Excelente,160000.0,GRIS PLATEADO,NEGRO,5,Puntarenas,10.0,TOYOTA,JAPON,GENERALISTA,0.1648636953699697,2.0,Muy_usados_kilometreados
Audi,Q5,8500000,2000.0,SUV 4WD/AWD,5.0,Gasolina,Automática/Dual,Excelente,80000.0,PLATEADO,NEGRO,4,Heredia,10.0,AUDI,ALEMANIA,PREMIUM,0.0217221981826049,0.0,Premium
Suzuki,VITARA GLX Z,8500000,1600.0,SUV 2WD,5.0,Gasolina,Automática/Dual,Excelente,70000.0,NEGRO,NEGRO,4,Alajuela,10.0,SUZUKI,JAPON,GENERALISTA,0.0688879273041973,2.0,Muy_usados_kilometreados
Ford,FOCUS ST,8500000,2000.0,Hatchback,5.0,Gasolina,Manual,Excelente,181400.0,AMARILLO,NEGRO,4,San José,10.0,FORD,USA,GENERALISTA,0.0259627866724361,2.0,Muy_usados_kilometreados
Kia,BONGO,8500000,2500.0,Camión 1.0-3.5 ton.,3.0,Diesel,Manual,Excelente,130000.0,BLANCO,GRIS,2,Alajuela,10.0,KIA,COREA,GENERALISTA,0.0618779749026395,0.0,Premium
Suzuki,GRAND VITARA,8500000,2400.0,SUV 2WD,5.0,Gasolina,Automática/Dual,Bueno,88000.0,GRIS,NEGRO,5,San José,10.0,SUZUKI,JAPON,GENERALISTA,0.0688879273041973,2.0,Muy_usados_kilometreados
Honda,CIVIC LX,8500000,2000.0,Sedán,5.0,Gasolina,Automática/Dual,Excelente,112000.0,NEGRO,NEGRO,4,Heredia,10.0,HONDA,JAPON,GENERALISTA,0.0463003028991778,2.0,Muy_usados_kilometreados
Hyundai,TUCSON,8500000,1600.0,SUV 4WD/AWD,5.0,Gasolina,Automática/Dual,Excelente,60000.0,NEGRO,BEIGH,4,Cartago,10.0,HYUNDAI,COREA,GENERALISTA,0.1475551709216789,2.0,Muy_usados_kilometreados
Hyundai,SANTA FE SPORT,8500000,2400.0,SUV 2WD,5.0,Gasolina,Automática/Dual,Excelente,199558.0,GRIS OSCURO,BEIGE,5,Guanacaste,10.0,HYUNDAI,COREA,GENERALISTA,0.1475551709216789,2.0,Muy_usados_kilometreados
Nissan,XTRAIL,8500000,2500.0,SUV 4WD/AWD,5.0,Gasolina,Automática/Dual,Excelente,140000.0,GRIS OSCURO,GRIS OSCURO,5,Heredia,10.0,NISSAN,JAPON,GENERALISTA,0.0888792730419731,2.0,Muy_usados_kilometreados
Hyundai,TUCSON,8500000,2000.0,SUV 4WD/AWD,5.0,Diesel,Automática/Dual,Excelente,160000.0,GRIS PLATA,NEGRO,4,Alajuela,10.0,HYUNDAI,COREA,GENERALISTA,0.1475551709216789,2.0,Muy_usados_kilometreados
Hyundai,TUCSON,8550000,2000.0,SUV 2WD,5.0,Gasolina,Automática/Dual,Excelente,92600.0,NEGRO,NEGRO,5,San José,10.0,HYUNDAI,COREA,GENERALISTA,0.1475551709216789,2.0,Muy_usados_kilometreados
Mazda,CX5,8600000,2500.0,SUV 4WD/AWD,5.0,Gasolina,Automática/Dual,Muy Bueno,110500.0,GRIS,NEGRO,5,San José,10.0,MAZDA,JAPON,GENERALISTA,0.0108178277801817,2.0,Muy_usados_kilometreados
Kia,SPORTAGE,8600000,1700.0,SUV 2WD,5.0,Diesel,Automática/Dual,Excelente,129500.0,GRIS,NEGRO,5,Alajuela,10.0,KIA,COREA,GENERALISTA,0.0618779749026395,2.0,Muy_usados_kilometreados
Hyundai,TUCSON,8600000,20.0,SUV 4WD/AWD,5.0,Gasolina,Automática/Dual,Excelente,130614.0,GRIS,GRIS,5,Heredia,10.0,HYUNDAI,COREA,GENERALISTA,0.1475551709216789,2.0,Muy_usados_kilometreados
Audi,A6,8500000,1800.0,Sedán,5.0,Gasolina,Automática/Dual,Excelente,129200.0,AZUL,GRIS / CUERO,4,San José,10.0,AUDI,ALEMANIA,PREMIUM,0.0217221981826049,0.0,Premium
Suzuki,VITARA GLX,8500000,1600.0,SUV 2WD,5.0,Gasolina,Automática/Dual,Excelente,95000.0,GRIS,GRIS,5,Heredia,10.0,SUZUKI,JAPON,GENERALISTA,0.0688879273041973,2.0,Muy_usados_kilometreados
Honda,CRV,8550000,2400.0,SUV 2WD,5.0,Gasolina,Automática/Dual,Excelente,194000.0,PLATEADO,NEGRO,5,San José,10.0,HONDA,JAPON,GENERALISTA,0.0463003028991778,2.0,Muy_usados_kilometreados
Honda,CRV,8697500,2400.0,SUV 2WD,5.0,Gasolina,Automática/Dual,Excelente,167000.0,BLANCO,NEGRO,4,San José,10.0,HONDA,JAPON,GENERALISTA,0.0463003028991778,2.0,Muy_usados_kilometreados
Audi,Q5,8697500,2000.0,SUV 4WD/AWD,4.0,Gasolina,Automática/Dual,Excelente,116002.0,PLATEADO,No indica,4,San José,10.0,AUDI,ALEMANIA,PREMIUM,0.0217221981826049,0.0,Premium
Audi,Q3,8697500,2000.0,SUV 4WD/AWD,4.0,Gasolina,Automática/Dual,Excelente,114845.0,PLATEADO,No indica,4,San José,10.0,AUDI,ALEMANIA,PREMIUM,0.0217221981826049,0.0,Premium
Honda,HRV EX,8700000,1800.0,SUV 2WD,5.0,Gasolina,Automática/Dual,Excelente,97986.0,VERDE MUSGO,NEGRO,4,Alajuela,10.0,HONDA,JAPON,GENERALISTA,0.0463003028991778,2.0,Muy_usados_kilometreados
Hyundai,TUCSON,8700000,2000.0,SUV 4WD/AWD,5.0,Diesel,Automática/Dual,Muy Bueno,98000.0,GRIS,GRIS,5,Puntarenas,10.0,HYUNDAI,COREA,GENERALISTA,0.1475551709216789,2.0,Muy_usados_kilometreados
Hyundai,TUCSON,8700000,2000.0,SUV 4WD/AWD,5.0,Gasolina,Automática/Dual,Excelente,88000.0,VINO,NEGRO,4,Heredia,10.0,HYUNDAI,COREA,GENERALISTA,0.1475551709216789,2.0,Muy_usados_kilometreados
Nissan,QASHQAI,8700000,2000.0,SUV 4WD/AWD,5.0,Gasolina,Automática/Dual,Excelente,135000.0,VINO,NEGRI,5,San José,10.0,NISSAN,JAPON,GENERALISTA,0.0888792730419731,2.0,Muy_usados_kilometreados
Hyundai,TUCSON,8700000,2000.0,SUV 2WD,5.0,Gasolina,Automática/Dual,Excelente,75500.0,GRIS,CLARO,5,Alajuela,10.0,HYUNDAI,COREA,GENERALISTA,0.1475551709216789,2.0,Muy_usados_kilometreados
Nissan,XTRAIL,8747200,2500.0,SUV 4WD/AWD,7.0,Gasolina,Automática/Dual,Excelente,110400.0,BLANCO PERLADO,NEGRO,5,San José,10.0,NISSAN,JAPON,GENERALISTA,0.0888792730419731,1.0,Familiares_potentes
Ford,EDGE,8750000,2000.0,SUV 4WD/AWD,5.0,Gasolina,Automática/Dual,Excelente,81000.0,GRIS PLATA,NEGRO CUERO,5,San José,10.0,FORD,USA,GENERALISTA,0.0259627866724361,2.0,Muy_usados_kilometreados
Hyundai,TUCSON,8750000,1600.0,SUV 2WD,5.0,Gasolina,Manual,Muy Bueno,122310.0,GRIS,NEGRO,4,Alajuela,10.0,HYUNDAI,COREA,GENERALISTA,0.1475551709216789,2.0,Muy_usados_kilometreados
Nissan,XTRAIL,8800000,2500.0,SUV 4WD/AWD,7.0,Gasolina,Automática/Dual,Excelente,94000.0,AZUL,NEGRO,5,San José,10.0,NISSAN,JAPON,GENERALISTA,0.0888792730419731,1.0,Familiares_potentes
